,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
8681,182,서울특별시,구로구,벚꽃로78길,서울특별시 구로구 벚꽃로78길 6,,도로,1,1,10.0,360.0,300,2,Y,37.497064,126.880082,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8682,183,서울특별시,구로구,벚꽃로78길,서울특별시 구로구 벚꽃로78길 6,,도로,1,1,10.0,360.0,300,2,Y,37.497064,126.880082,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8683,184,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 24,,도로,1,1,10.0,360.0,600,1,Y,37.499227,126.881124,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8684,185,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 24,,도로,1,1,10.0,360.0,600,1,Y,37.499227,126.881124,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8685,186,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 24,,도로,1,1,10.0,360.0,600,1,Y,37.499117,126.880832,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8686,187,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 24,,도로,1,1,10.0,360.0,600,1,Y,37.499117,126.880832,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8687,188,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 20,,도로,1,1,10.0,360.0,600,1,Y,37.499227,126.881124,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8688,189,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로47길 13,,도로,1,1,10.0,360.0,600,1,Y,37.497862,126.881563,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8689,190,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로49길 18,,도로,1,1,10.0,360.0,300,2,Y,37.499482,126.881313,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8690,191,서울특별시,구로구,구로동로47길,서울특별시 구로구 구로동로49길 4,,도로,1,1,10.0,360.0,600,1,Y,37.4998153231,126.882021,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8691,192,서울특별시,구로구,벚꽃로,서울특별시 구로구 벚꽃로466,,도로,1,1,10.0,360.0,300,2,Y,37.495569,126.880127,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8692,193,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로191,,도로,1,1,10.0,360.0,400,2,Y,37.4931212522,126.882618,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8693,194,서울특별시,구로구,구로동로35길,서울특별시 구로구 구로동로35길 44,,도로,1,1,10.0,360.0,300,2,Y,37.492343,126.882007,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8694,195,서울특별시,구로구,가마산로12길,서울특별시 구로구 가마산로12길 14,,도로,1,2,0.0,360.0,300,2,Y,37.492591,126.882569,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8695,196,서울특별시,구로구,벚꽃로70길,서울특별시 구로구 벚꽃로70길 28,,도로,1,1,10.0,360.0,400,2,Y,37.492565,126.881676,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8697,141,서울특별시,구로구,경인로53가길,서울특별시 구로구 경인로53가길 20,,도로,1,2,0.0,360.0,600,1,Y,37.5027974327,126.874478,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8698,142,서울특별시,구로구,구로중앙로,서울특별시 구로구 구로중앙로198,,도로,1,1,10.0,360.0,500,2,Y,37.500137,126.883011,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8699,143,서울특별시,구로구,가마산로,서울특별시 구로구 가마산로231,,도로,1,1,10.0,360.0,600,1,Y,37.495173,126.885923,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8700,144,서울특별시,구로구,가마산로21길,서울특별시 구로구 가마산로21길 7,,도로,1,1,10.0,360.0,500,2,Y,37.494098,126.885622,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8701,145,서울특별시,구로구,가마산로21길,서울특별시 구로구 가마산로21길 13,,도로,1,1,10.0,360.0,300,2,Y,,126.885497,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8702,146,서울특별시,구로구,가마산로21길,서울특별시 구로구 가마산로21길 23,,도로,1,1,10.0,360.0,300,2,Y,,126.885497,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8703,147,서울특별시,구로구,구로동로38길,서울특별시 구로구 구로동로38길 46,,도로,1,1,10.0,360.0,300,2,Y,37.494889,126.885452,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8704,148,서울특별시,구로구,구로동로38길,서울특별시 구로구 구로동로38길 36,,도로,1,2,0.0,360.0,300,2,Y,37.494803,126.884888,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8705,149,서울특별시,구로구,구로동로38길,서울특별시 구로구 구로동로38길 36,,도로,1,1,10.0,360.0,300,2,Y,37.494803,126.884888,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8706,150,서울특별시,구로구,구로동로38길,서울특별시 구로구 구로동로38길 18,,도로,1,1,10.0,360.0,500,2,Y,37.494685,126.883838,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8707,151,서울특별시,구로구,구로중앙로21길,서울특별시 구로구 구로중앙로21길 68,,도로,1,1,10.0,360.0,300,2,Y,37.495422,126.884607,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8708,152,서울특별시,구로구,구로중앙로21길,서울특별시 구로구 구로중앙로21길 40,,도로,1,1,10.0,360.0,300,2,Y,37.496011,126.885933,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8709,153,서울특별시,구로구,구로중앙로21길,서울특별시 구로구 구로중앙로21길 32,,도로,1,1,10.0,360.0,300,2,Y,37.496032,126.886283,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8710,154,서울특별시,구로구,구로중앙로21길,서울특별시 구로구 구로중앙로21길 22-1,,도로,1,1,10.0,360.0,300,2,Y,37.496155,126.886847,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8711,155,서울특별시,구로구,구로중앙로25길,서울특별시 구로구 구로중앙로25길 12,,도로,1,2,0.0,360.0,300,2,Y,37.497682,126.886338,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8712,156,서울특별시,구로구,구로중앙로27가길,서울특별시 구로구 구로중앙로27가길 32,,도로,1,1,10.0,360.0,300,2,Y,37.497548,126.886442,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8713,157,서울특별시,구로구,구로중앙로27가길,서울특별시 구로구 구로중앙로27가길 23,,도로,1,1,10.0,360.0,300,2,Y,37.497679,126.886021,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8714,158,서울특별시,구로구,구로중앙로27가길,서울특별시 구로구 구로중앙로27가길 17,,도로,1,1,10.0,360.0,200,2,Y,37.497658,126.885705,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8715,159,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 56,,도로,1,2,0.0,360.0,500,2,Y,37.498031,126.884218,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8716,160,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 51,,도로,1,1,10.0,360.0,900,1,Y,37.497879,126.883383,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8717,161,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 43,,도로,1,2,0.0,360.0,700,1,Y,37.497584,126.883591,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8718,162,서울특별시,구로구,구로중앙로27길,서울특별시 구로구 구로중앙로27길 41,,도로,1,1,10.0,360.0,600,1,Y,37.497227,126.884004,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8719,163,서울특별시,구로구,구로중앙로27길,서울특별시 구로구 구로중앙로27길 21,,도로,1,1,10.0,360.0,600,1,Y,37.497545,126.884237,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8720,164,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 60-26,,도로,1,1,10.0,360.0,250,2,Y,37.498738,126.884581,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8721,165,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 60-26,,도로,1,1,10.0,360.0,250,2,Y,37.498738,126.884581,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8722,166,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 65,,도로,1,1,10.0,360.0,500,2,Y,37.498505,126.8838873571,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8723,167,서울특별시,구로구,구로동로42길,서울특별시 구로구 구로동로42길 60-26,,도로,1,1,10.0,360.0,500,2,Y,37.498738,126.884581,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8724,168,서울특별시,구로구,구로중앙로27길,서울특별시 구로구 구로중앙로27길 8,,도로,1,1,10.0,360.0,500,2,Y,37.498384,126.885276,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8726,115,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 14,,도로,1,1,10.0,360.0,600,1,Y,37.490697,126.883253,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8727,116,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 10-9,,도로,1,1,10.0,360.0,600,1,Y,37.490814,126.883296,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8728,117,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 9,,도로,1,1,10.0,360.0,600,1,Y,37.490276,126.883565,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8729,118,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 9,,도로,1,1,10.0,360.0,600,1,Y,37.490276,126.883565,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8730,119,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 6,,도로,1,2,0.0,360.0,600,1,Y,37.490276,126.883565,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8731,120,서울특별시,구로구,구로동로25길,서울특별시 구로구 구로동로25길 15,,도로,1,2,0.0,360.0,600,1,Y,37.490415,126.883042,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8732,121,서울특별시,구로구,가마산로22길,서울특별시 구로구 가마산로22길 37,,도로,1,2,0.0,360.0,300,2,Y,37.492689,126.8881514017,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8733,122,서울특별시,구로구,가마산로22길,서울특별시 구로구 가마산로22길 58,,도로,1,2,0.0,360.0,300,2,Y,37.491753,126.888235,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8734,123,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 94,,도로,1,1,10.0,360.0,500,2,Y,37.502269,126.873094,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8735,124,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 104,,도로,1,1,10.0,360.0,300,2,Y,37.502269,126.873094,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8736,125,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 84,,도로,1,1,10.0,360.0,300,2,Y,37.502703,126.873302,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8737,126,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 84,,도로,1,2,0.0,360.0,300,2,Y,37.502703,126.873302,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8738,127,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 100,,도로,1,1,10.0,360.0,200,2,Y,37.503184,126.873623,N,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8739,128,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 114,,도로,1,1,10.0,360.0,200,2,Y,37.503817,126.8738752516,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8740,129,서울특별시,구로구,경인로51길,서울특별시 구로구 경인로51길 124,,도로,1,1,10.0,360.0,200,2,Y,37.504332,126.874081,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8741,130,서울특별시,구로구,구로중앙로39길,서울특별시 구로구 구로중앙로39길 20-8,,도로,1,1,10.0,360.0,600,1,Y,37.504774,126.8753560865,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8742,131,서울특별시,구로구,구로중앙로39길,서울특별시 구로구 구로중앙로39길 20-8,,도로,1,1,10.0,360.0,600,1,Y,37.504774,126.8753560865,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8743,132,서울특별시,구로구,경인로53길,서울특별시 구로구 경인로53길 106,,도로,1,1,10.0,360.0,400,2,Y,37.505559,126.875182,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8744,133,서울특별시,구로구,구로중앙로39길,서울특별시 구로구 구로중앙로39길 11,,도로,1,1,10.0,360.0,600,1,Y,37.493268,126.890305,N,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8745,134,서울특별시,구로구,구로중앙로39길,서울특별시 구로구 구로중앙로39길 11,,도로,1,1,10.0,360.0,600,1,Y,37.504774,126.8762857026,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8746,135,서울특별시,구로구,구로중앙로39길,서울특별시 구로구 구로중앙로39길 11,,도로,1,1,10.0,360.0,700,1,Y,37.504774,126.8762857026,Y,N,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8747,136,서울특별시,구로구,경인로53길,서울특별시 구로구 경인로53길 73,,도로,1,1,10.0,360.0,600,1,Y,37.503816,126.874688,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8748,137,서울특별시,구로구,경인로53길,서울특별시 구로구 경인로53길 95,,도로,1,1,10.0,360.0,600,1,Y,37.504922,126.874457,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8749,138,서울특별시,구로구,경인로53길,서울특별시 구로구 경인로53길 90,,도로,1,1,10.0,360.0,600,1,Y,37.504613,126.875117,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8750,139,서울특별시,구로구,경인로53길,서울특별시 구로구 경인로53길 90,,도로,1,1,10.0,360.0,600,1,Y,37.504613,126.875117,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8751,140,서울특별시,구로구,경인로53가길,서울특별시 구로구 경인로53가길 17,,도로,1,2,0.0,360.0,900,1,Y,37.502272,126.874372,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
8752,32,서울특별시,은평구,통일로,서울특별시 은평구 통일로 873,서울특별시 은평구 갈현동 395-1,해당없음,1,1,0.1,3.6,4,1,Y,37.6207901,126.9195527,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
